idx,p808_mos,mos_sig,mos_bak,mos_ovr
271,2.8575658798217773,3.0927649691100094,3.470830865779066,2.5906206283055178
272,3.1396162509918213,3.3789104465508872,3.7626671198253367,2.9592276027668944
273,2.795043706893921,3.561169699778852,3.278484375057455,2.851883713566492
274,3.5460519790649414,3.3735948802298945,3.85104009636308,3.009319684470406
275,3.617426633834839,3.2732137312062943,3.188790984632609,2.632595427185687
276,2.8235599994659424,2.806605817079862,3.7991759398526472,2.5803440969510487
277,2.494492292404175,2.899840521327544,3.2838125398458686,2.352433802141808
278,2.9797627925872803,3.5272791028193664,3.6020872485408666,3.007682231345296
279,2.730407476425171,3.1728661608800737,3.226564085979612,2.5950735272384238
280,2.80463981628418,2.488522097305626,3.3749874195278418,2.1467178146180523
281,2.5754425525665283,2.643689796791693,3.9164965813606103,2.360170591597787
282,2.375294685363769,3.0521672893133114,3.5237557486139943,2.5642318463514093
283,2.881311655044556,3.502677493673167,3.8321876071434247,3.07886814441506
284,3.5420031547546387,3.230474037287597,3.683650832707027,2.8147524996562123
285,3.621708869934082,3.473026223658472,3.158761818770329,2.734260754999945
286,2.5645592212677,3.131643162613368,3.796716796987493,2.7376802604619024
287,3.0642077922821045,2.6162730943583834,2.59594068178653,2.0391444216402914
288,3.9220430850982666,3.6106215276740192,4.0951881567959605,3.3170068897529084
289,2.1402444362640383,2.182067167034283,3.173593455854605,1.8886193307621355
290,3.5262723922729493,3.0671720539165683,3.6546478007822794,2.668081638239716
291,2.528075933456421,2.729542878518437,1.949533892066151,1.6938256329429298
292,3.1761957168579102,3.5109653055411143,3.965649421450149,3.1378887896655883
293,3.376625919342041,3.4441720576008272,3.948409713554772,3.0834808078618137
294,3.711367416381836,3.422294398201166,4.001009318891761,3.110978401666748
295,3.627662372589112,3.240908628363185,3.792742082059167,2.852444270818446
296,3.7206132888793935,3.53058589978468,4.094521429460485,3.2534504542609426
297,3.128078508377075,3.32546554968492,3.228282591286172,2.6735078170033346
298,3.0664776802062987,3.0267834789462755,2.842927683029919,2.2910713250582497
299,3.435603713989258,2.983222628575175,3.339469858303228,2.437166976640004
300,3.928107261657715,3.282832295148429,3.6957702830597374,2.815223290472452
301,2.617383861541748,3.158762826443496,3.128328392943075,2.4699147107727617
302,3.001971626281738,2.875780719884038,3.751423509901101,2.503278688775651
303,3.36658296585083,3.701833571844955,3.837807043612215,3.2927316600785126
304,2.5332907676696776,2.638075367091651,2.903998216273312,1.9488924303093809
305,3.602447843551636,3.3400211675521128,4.118891044638335,3.108388526544252
306,2.792879009246826,2.687964121413088,2.8581410791489943,1.956044906489851
307,3.9474284172058103,3.5276529472486917,4.124196227220122,3.3121704407025745
308,3.1821008682250977,3.354111698146987,3.240887445683785,2.7124423417292403
309,2.8866938591003417,3.379032829682393,3.722984459548762,2.9480701910699505
310,2.259843635559082,1.7517909401244516,3.480974141531939,1.5519481127271286
311,3.650571918487549,3.577939036509252,4.140771251097992,3.314572634695113
312,3.543244457244873,3.458434609051276,3.6361247653807194,2.9132405426887784
313,2.9369120597839355,2.844943725589071,3.68155697005992,2.5034253820033783
314,3.573032712936401,1.5734160937139006,2.259589557771258,1.2125914884864897
315,2.8119740962982176,3.245420646577313,3.644985755358925,2.7893092123603376
316,3.8209969997406006,3.173761914345828,3.8669404760917594,2.83188498628646
317,3.4151074409484865,3.298416652637377,3.7784623372845134,2.9015700515457503
318,3.4434805393218992,3.245395774071396,3.5017380995077394,2.727518032326273
319,3.0696715354919437,3.142644611733233,3.3490846035072366,2.5263987734474407
320,3.366330544153849,2.602191871518953,2.741812473703542,1.9560101249605903
321,3.0542617241541543,3.086128362267285,3.7598959069682016,2.6110354450194104
322,2.953646103541056,3.082024860456961,3.9157622538327472,2.82258538219201
323,3.341453512509664,3.377650819771483,3.827711730906684,2.9958466807304345
324,2.419759551684061,1.3929949642384842,1.8049825837226523,1.1205048438481555
325,3.0572567780812583,2.505259195554317,2.6255781356148797,1.941598555450449
326,2.867556850115458,3.4557848264368403,3.845286224130082,3.09576149961938
327,2.9425068696339927,3.542666565910741,4.030398860140084,3.22091743299036
328,2.848384221394857,3.630214057152864,3.771255781467176,3.154973093242594
329,2.929189165433248,3.34570653570358,3.587633743588017,2.868632383331186
330,3.113549550374349,3.032785725645106,3.905583494421101,2.7702449632983472
331,3.0261398553848267,3.383133911676305,3.6514228775328896,2.9171126524347586
332,3.692672371864319,3.371464228876338,3.979793051012368,3.049482475366661
333,3.467326005299886,3.511420872613803,4.103985962731854,3.2503644092544355
